5.0	-3.0
3.51470588235	7.0
5.0	11.0
5.0	3.0
5.0	5.0
3.00155279503	2.0
5.0	0.0
5.0	14.0
4.0	6.0
4.0	5.0
4.0	7.0
3.49583333333	9.0
4.01376597837	3.6
2.52559726962	7.5
4.21126760563	5.0
3.92713567839	4.4
4.3094629156	23.5
5.0	-3.0
5.0	12.0
3.0	2.0
5.0	5.0
3.63929618768	8.5
4.0	3.0
3.88095238095	10.3333333333
5.0	3.0
3.86516853933	3.0
2.22255639098	-0.857142857143
3.0	5.0
3.0	2.0
3.0	1.0
3.35180055402	3.0
4.0	2.0
3.0	5.0
5.0	3.0
5.0	5.0
1.0	1.0
3.1221719457	6.25
3.0	3.0
5.0	7.5
2.0	-3.5
3.64562569214	8.85714285714
3.58924731183	9.75
2.0	0.0
2.0	15.0
4.0	6.0
2.44600938967	1.0
4.0	4.0
4.0	6.0
4.57517899761	12.0
4.19696969697	6.66666666667
4.0	7.0
2.0	0.0
3.20388349515	2.16666666667
4.0	3.0
3.51700680272	4.5
3.88582677165	3.64285714286
2.0	-4.0
3.11348464619	5.875
5.0	13.0
3.7	5.0
2.25170068027	2.66666666667
2.71428571429	-0.5
3.02567760342	5.27272727273
4.0	6.0
5.0	8.5
3.0	16.0
2.30833333333	4.0
4.0	5.0
4.67901234568	1.0
5.0	8.0
5.0	8.5
5.0	10.0
3.14306151645	7.33333333333
4.0	6.0
1.0	2.0
3.5746835443	4.6
5.0	3.0
2.0	10.0
3.87315333673	7.625
5.0	8.0
3.56	2.5
5.0	5.0
2.52845528455	1.66666666667
2.0	11.0
5.0	6.0
5.0	18.0
3.19565217391	5.0
5.0	0.0
3.0	10.0
3.6018018018	4.75
3.33550488599	12.6666666667
4.0	8.0
4.33333333333	5.33333333333
4.0	3.0
4.0	10.5
3.0	8.0
5.0	6.0
1.0	-1.5
4.0	7.0
2.0	3.0
3.8940397351	3.66666666667
4.13636363636	5.28571428571
3.96784565916	1.75
5.0	15.5
5.0	7.0
5.0	3.0
1.86301369863	0.5
5.0	17.0
5.0	5.0
4.0	0.0
3.0	6.0
3.8875	3.0
1.29501915709	8.5
5.0	3.0
3.81049562682	6.66666666667
3.51829268293	4.33333333333
2.39183673469	8.0
4.0	0.0
1.0	-5.0
5.0	1.0
1.0	-4.0
5.0	5.0
4.0	-2.0
2.68588137009	5.91666666667
3.70609608397	6.25
5.0	-3.0
1.0	-3.0
3.4	2.25
5.0	10.0
4.0	3.0
4.0	13.0
3.0	8.0
3.21625222025	5.76
5.0	6.0
4.65833333333	5.16666666667
3.73690337602	6.41666666667
4.0	11.0
3.59964881475	7.0
4.35922330097	6.5
5.0	13.0
4.0	8.0
5.0	12.0
3.44075829384	4.625
3.93254329991	5.66666666667
4.1754756871	7.83333333333
3.6949602122	16.5
3.19672131148	4.8
4.0	-0.333333333333
4.0	3.0
1.15246636771	1.5
1.0	8.0
3.87684729064	5.0
1.0	3.0
4.0	5.0
4.14912280702	6.82142857143
3.35772357724	9.0
2.0	5.0
5.0	8.0
5.0	0.0
4.50574712644	19.0
4.55357142857	4.0
5.0	5.0
4.39605462822	12.0
2.2981530343	4.16666666667
3.98513011152	11.4
4.20357941834	13.5
5.0	10.5
2.97911127991	8.86363636364
4.40388768898	8.66666666667
2.3547008547	2.4
4.80158730159	6.0
2.0	-3.0
4.92293577982	9.0
3.85588558856	9.125
4.0	9.0
5.0	16.0
5.0	0.0
4.61797752809	2.0
3.91514143095	8.25
3.0	0.0
3.61360123648	2.3
4.3125	5.33333333333
4.10280373832	9.0
3.26714801444	6.0
1.0	3.0
4.35636856369	9.0
2.0	3.0
4.0	5.0
2.0	11.0
2.0	1.0
1.70597243492	6.75
4.4738292011	6.8
5.0	0.0
5.0	4.5
4.0	20.0
4.0	11.0
4.38983050847	2.0
5.0	7.5
5.0	13.0
3.17346938776	0.333333333333
4.0	14.0
3.0	0.0
3.14506769826	14.1666666667
3.35281837161	7.85714285714
4.0	1.0
3.59359844811	7.14285714286
3.87341772152	2.25
3.24185068349	5.21428571429
3.1475	4.85714285714
1.70528967254	-1.8
4.14136125654	4.5
5.0	15.0
5.0	0.0
1.0	3.0
5.0	10.0
3.0423151751	6.8
3.96997497915	6.83333333333
1.54268292683	6.0
3.0	7.0
3.74151436031	5.33333333333
2.81553398058	3.0
2.59252336449	2.14285714286
4.0	4.0
5.0	3.0
5.0	9.0
3.0	9.0
2.12718600954	1.2
5.0	-2.0
5.0	0.0
2.22875816993	6.33333333333
4.0	2.0
4.26113671275	7.875
4.16455696203	10.0
4.65625	6.33333333333
5.0	8.0
5.0	14.0
1.0	-3.0
4.0	9.0
3.09874069834	5.05263157895
2.99130434783	4.33333333333
3.89849108368	15.0
3.61153846154	7.5
4.62611275964	3.625
2.0	3.0
3.71101573677	7.11111111111
4.87246376812	5.75
1.0	-8.0
4.43220338983	7.26666666667
2.46420323326	6.5
2.15384615385	2.0
2.22522522523	7.0
2.15568862275	9.0
4.18796992481	4.66666666667
4.84870848708	13.0
3.45797413793	6.47619047619
3.0	7.0
2.38028169014	5.28571428571
4.0	14.0
3.45	4.0
1.0	-4.0
1.0	1.0
4.0	5.0
2.0	0.0
3.0	4.0
2.0	-3.0
5.0	3.0
3.70876466529	12.1818181818
4.75094339623	5.75
5.0	3.0
5.0	3.5
5.0	7.0
3.0	7.0
5.0	14.0
2.85806451613	16.5
4.0	5.0
4.0	6.0
4.21827411168	7.66666666667
4.171875	8.4
5.0	4.0
1.0	12.0
3.0	1.0
5.0	14.0
1.0	14.0
4.81111111111	8.75
5.0	2.0
3.53395061728	2.8
3.7	1.0
3.78834355828	8.0
5.0	10.0
2.25412087912	4.0
1.0	2.0
4.0	8.0
3.0	6.0
5.0	6.0
3.05517241379	2.5
3.57957957958	5.2
5.0	7.0
1.58671586716	7.5
1.0	3.0
4.02777777778	2.33333333333
4.53768844221	8.5
4.0	3.33333333333
5.0	8.0
3.24236453202	7.81818181818
3.0	1.0
4.06830601093	10.8
4.0	11.0
4.3063583815	5.0
2.0	0.0
5.0	13.0
3.54644808743	5.0
3.0	2.0
3.87323943662	4.0
4.0	-2.0
4.0	7.0
4.0	9.0
5.0	3.5
4.535	5.5
3.11869031378	4.25
5.0	15.0
2.7572815534	5.75
2.0	13.0
5.0	-1.0
3.3074204947	11.0
5.0	6.5
5.0	5.0
3.83911671924	5.0
5.0	8.0
5.0	12.0
5.0	4.0
5.0	1.0
3.0	5.0
5.0	7.0
3.65289256198	5.5
4.0	10.0
2.0	1.0
3.89836065574	6.72727272727
2.94690265487	0.285714285714
1.0	3.0
3.0	2.0
5.0	9.0
5.0	0.0
1.0	9.0
3.75238095238	6.66666666667
3.0	5.5
2.3	-3.0
5.0	7.0
4.0	11.0
5.0	3.0
5.0	3.5
2.0	3.0
2.84782608696	5.0
1.0	-5.0
3.72131147541	8.25
2.80451977401	8.83333333333
1.0	0.0
3.58108108108	5.5
4.0	2.0
5.0	-3.0
3.0	4.5
3.0	0.0
4.09579439252	6.6
3.18300653595	0.666666666667
3.0	3.0
3.56451612903	4.0
3.43899018233	6.42857142857
1.0	0.0
3.05434782609	5.2
4.0	4.0
3.3358778626	3.66666666667
1.0	1.0
2.6185770751	1.4
1.0	8.0
5.0	7.0
4.29296875	7.9
2.61660079051	3.25
4.84772370487	12.5
4.13865546218	8.0
1.0	3.0
3.0	2.0
2.87969924812	10.0
3.25211505922	2.0
4.0	6.0
5.0	10.0
1.59259259259	1.5
4.48170731707	6.5
5.0	6.0
5.0	18.0
5.0	4.0
4.0	4.0
5.0	9.0
5.0	2.0
3.0	2.5
5.0	13.0
3.75196850394	5.6
4.02162718847	11.3529411765
1.34285714286	2.5
3.50434782609	7.5
1.0	1.0
2.25	1.0
5.0	7.0
1.0	7.0
3.20578778135	4.9
1.0	-16.0
4.03649635036	13.3333333333
2.16012084592	6.66666666667
3.51937984496	9.5
2.0	3.0
5.0	2.0
3.23765432099	1.0
4.0	3.0
5.0	8.0
5.0	5.0
3.0	4.0
3.44666666667	10.5
5.0	2.0
5.0	2.0
5.0	9.0
3.81651376147	14.5
4.0	9.0
3.0	0.0
4.32415254237	7.0
3.9748723989	6.56
1.0	0.0
3.38905325444	9.8
5.0	1.0
2.0	0.0
4.0	6.0
3.38628158845	8.0
3.0	-5.0
3.0	2.0
4.49673202614	4.0
2.52040816327	11.3333333333
2.0	4.5
3.64876033058	6.11111111111
4.0	12.0
3.84169278997	8.83333333333
3.67142857143	2.5
4.0	3.0
4.08622707764	6.92592592593
3.26356589147	11.5
3.65094339623	2.5
4.35714285714	5.5
4.0	3.0
4.0	20.0
4.49214659686	6.4
3.69649334946	5.94117647059
5.0	13.0
3.0	8.0
4.35483870968	10.5
5.0	1.0
3.54941585096	7.47058823529
1.0	2.0
5.0	6.0
4.0	8.0
5.0	0.0
4.0	10.0
3.47959183673	13.5
4.0	25.0
3.0	1.0
4.0	2.5
3.96973684211	4.90909090909
4.0	7.0
3.50675675676	4.6
1.0	8.0
5.0	14.0
2.11904761905	2.5
4.0	10.0
2.0	9.0
5.0	8.0
1.40832049307	6.33333333333
5.0	11.0
2.42168674699	8.25
2.3679245283	5.5
4.0	9.0
4.0	11.0
4.0	-3.0
4.0	6.0
3.0	5.0
4.23728813559	6.42857142857
3.0	-3.0
5.0	10.0
4.07740324594	10.4
4.0	3.0
3.23188405797	4.0
3.0	4.0
3.0	11.0
4.25436408978	4.4
4.0	7.0
3.58888888889	8.8
2.28934010152	3.4
